
CommandType     Name                                               Version    Source
Function        New-AzCdnOriginGroup                               3.1.2      Az.Cdn
Function        New-AzCdnOriginGroupOverrideActionObject           3.1.2      Az.Cdn
Function        New-AzCdnProfile                                   3.1.2      Az.Cdn
Function        New-AzCdnPurgeParametersObject                     3.1.2      Az.Cdn
Function        New-AzCdnResourceReferenceObject                   3.1.2      Az.Cdn
Function        New-AzCdnResponseBasedOriginErrorDetectionParamet… 3.1.2      Az.Cdn
Function        New-AzCdnUrlRedirectActionObject                   3.1.2      Az.Cdn
Function        New-AzCdnUrlRewriteActionObject                    3.1.2      Az.Cdn
Function        New-AzCdnUrlSigningActionObject                    3.1.2      Az.Cdn
Function        New-AzCdnUserManagedHttpsParametersObject          3.1.2      Az.Cdn
Function        New-AzCloudService                                 2.0.0      Az.CloudService
Function        New-AzCloudServiceDiagnosticsExtension             2.0.0      Az.CloudService
Function        New-AzCloudServiceExtensionObject                  2.0.0      Az.CloudService
Function        New-AzCloudServiceLoadBalancerConfigurationObject  2.0.0      Az.CloudService
Function        New-AzCloudServiceLoadBalancerFrontendIPConfigura… 2.0.0      Az.CloudService
Function        New-AzCloudServiceRemoteDesktopExtensionObject     2.0.0      Az.CloudService
Function        New-AzCloudServiceRoleProfilePropertiesObject      2.0.0      Az.CloudService
Function        New-AzCloudServiceVaultSecretGroupObject           2.0.0      Az.CloudService
Function        New-AzConfidentialLedger                           1.0.0      Az.ConfidentialLedger
Function        New-AzConfidentialLedgerAADBasedSecurityPrincipal… 1.0.0      Az.ConfidentialLedger
Function        New-AzConfidentialLedgerCertBasedSecurityPrincipa… 1.0.0      Az.ConfidentialLedger
Function        New-AzContainerApp                                 1.0.0      Az.App
Function        New-AzContainerAppAuthConfig                       1.0.0      Az.App
Function        New-AzContainerAppConfigurationObject              1.0.0      Az.App
Function        New-AzContainerAppConnectedEnv                     1.0.0      Az.App
Function        New-AzContainerAppConnectedEnvCert                 1.0.0      Az.App
Function        New-AzContainerAppConnectedEnvDapr                 1.0.0      Az.App
Function        New-AzContainerAppConnectedEnvStorage              1.0.0      Az.App
Function        New-AzContainerAppCustomDomainObject               1.0.0      Az.App
Function        New-AzContainerAppDaprMetadataObject               1.0.0      Az.App
Function        New-AzContainerAppEnvironmentVarObject             1.0.0      Az.App
Function        New-AzContainerAppIdentityProviderObject           1.0.0      Az.App
Function        New-AzContainerAppInitContainerTemplateObject      1.0.0      Az.App
Function        New-AzContainerAppIPSecurityRestrictionRuleObject  1.0.0      Az.App
Function        New-AzContainerAppJob                              1.0.0      Az.App
Function        New-AzContainerAppJobExecutionContainerObject      1.0.0      Az.App
Function        New-AzContainerAppJobScaleRuleObject               1.0.0      Az.App
Function        New-AzContainerAppManagedCert                      1.0.0      Az.App
Function        New-AzContainerAppManagedEnv                       1.0.0      Az.App
Function        New-AzContainerAppManagedEnvCert                   1.0.0      Az.App
Function        New-AzContainerAppManagedEnvDapr                   1.0.0      Az.App
Function        New-AzContainerAppManagedEnvStorage                1.0.0      Az.App
Function        New-AzContainerAppProbeHeaderObject                1.0.0      Az.App
Function        New-AzContainerAppProbeObject                      1.0.0      Az.App
Function        New-AzContainerAppRegistryCredentialObject         1.0.0      Az.App
Function        New-AzContainerAppScaleRuleAuthObject              1.0.0      Az.App
Function        New-AzContainerAppScaleRuleObject                  1.0.0      Az.App
Function        New-AzContainerAppSecretObject                     1.0.0      Az.App
Function        New-AzContainerAppSecretVolumeItemObject           1.0.0      Az.App
Function        New-AzContainerAppServiceBindObject                1.0.0      Az.App
Function        New-AzContainerAppSourceControl                    1.0.0      Az.App
Function        New-AzContainerAppTemplateObject                   1.0.0      Az.App
Function        New-AzContainerAppTrafficWeightObject              1.0.0      Az.App
Function        New-AzContainerAppVolumeMountObject                1.0.0      Az.App
Function        New-AzContainerAppVolumeObject                     1.0.0      Az.App
Function        New-AzContainerAppWorkloadProfileObject            1.0.0      Az.App
Function        New-AzContainerGroup                               4.0.0      Az.ContainerInstance
Function        New-AzContainerGroupImageRegistryCredentialObject  4.0.0      Az.ContainerInstance
Function        New-AzContainerGroupPortObject                     4.0.0      Az.ContainerInstance
Function        New-AzContainerGroupVolumeObject                   4.0.0      Az.ContainerInstance
Function        New-AzContainerInstanceEnvironmentVariableObject   4.0.0      Az.ContainerInstance
Function        New-AzContainerInstanceHttpHeaderObject            4.0.0      Az.ContainerInstance
Function        New-AzContainerInstanceInitDefinitionObject        4.0.0      Az.ContainerInstance
Function        New-AzContainerInstanceObject                      4.0.0      Az.ContainerInstance
Function        New-AzContainerInstancePortObject                  4.0.0      Az.ContainerInstance
Function        New-AzContainerInstanceVolumeMountObject           4.0.0      Az.ContainerInstance
Function        New-AzContainerRegistry                            4.1.3      Az.ContainerRegistry
Function        New-AzContainerRegistryAgentPool                   4.1.3      Az.ContainerRegistry
Function        New-AzContainerRegistryCredentials                 4.1.3      Az.ContainerRegistry
Function        New-AzContainerRegistryExportPipeline              4.1.3      Az.ContainerRegistry
Function        New-AzContainerRegistryImportPipeline              4.1.3      Az.ContainerRegistry
Function        New-AzContainerRegistryIPRuleObject                4.1.3      Az.ContainerRegistry
Function        New-AzContainerRegistryReplication                 4.1.3      Az.ContainerRegistry
Function        New-AzContainerRegistryScopeMap                    4.1.3      Az.ContainerRegistry
Function        New-AzContainerRegistryToken                       4.1.3      Az.ContainerRegistry
Function        New-AzContainerRegistryWebhook                     4.1.3      Az.ContainerRegistry
Function        New-AzDatabricksAccessConnector                    1.7.1      Az.Databricks
Function        New-AzDatabricksVNetPeering                        1.7.1      Az.Databricks
Function        New-AzDatabricksWorkspace                          1.7.1      Az.Databricks
Function        New-AzDatabricksWorkspaceProviderAuthorizationObj… 1.7.1      Az.Databricks
Function        New-AzDataCollectionEndpoint                       5.1.0      Az.Monitor
Function        New-AzDataCollectionRule                           5.1.0      Az.Monitor
Function        New-AzDataCollectionRuleAssociation                5.1.0      Az.Monitor
Function        New-AzDataFlowObject                               5.1.0      Az.Monitor
Function        New-AzDataProtectionBackupConfigurationClientObje… 2.2.0      Az.DataProtection
Function        New-AzDataProtectionBackupInstance                 2.2.0      Az.DataProtection
Function        New-AzDataProtectionBackupPolicy                   2.2.0      Az.DataProtection
Function        New-AzDataProtectionBackupVault                    2.2.0      Az.DataProtection
Function        New-AzDataProtectionBackupVaultStorageSettingObje… 2.2.0      Az.DataProtection
Function        New-AzDataProtectionPolicyTagCriteriaClientObject  2.2.0      Az.DataProtection
Function        New-AzDataProtectionPolicyTriggerScheduleClientOb… 2.2.0      Az.DataProtection
Function        New-AzDataProtectionResourceGuard                  2.2.0      Az.DataProtection
Function        New-AzDataProtectionRestoreConfigurationClientObj… 2.2.0      Az.DataProtection
Function        New-AzDataProtectionRetentionLifeCycleClientObject 2.2.0      Az.DataProtection
Function        New-AzDevCenterAdminAttachedNetwork                1.1.0      Az.DevCenter
Function        New-AzDevCenterAdminCatalog                        1.1.0      Az.DevCenter
Function        New-AzDevCenterAdminDevBoxDefinition               1.1.0      Az.DevCenter
Function        New-AzDevCenterAdminDevCenter                      1.1.0      Az.DevCenter
Function        New-AzDevCenterAdminEnvironmentType                1.1.0      Az.DevCenter
Function        New-AzDevCenterAdminGallery                        1.1.0      Az.DevCenter
Function        New-AzDevCenterAdminNetworkConnection              1.1.0      Az.DevCenter
Function        New-AzDevCenterAdminPool                           1.1.0      Az.DevCenter
Function        New-AzDevCenterAdminProject                        1.1.0      Az.DevCenter
Function        New-AzDevCenterAdminProjectEnvironmentType         1.1.0      Az.DevCenter
Function        New-AzDevCenterAdminSchedule                       1.1.0      Az.DevCenter
Function        New-AzDevCenterUserDevBox                          1.1.0      Az.DevCenter
Function        New-AzDevCenterUserEnvironment                     1.1.0      Az.DevCenter
Function        New-AzDiagnosticSetting                            5.1.0      Az.Monitor
Function        New-AzDiagnosticSettingLogSettingsObject           5.1.0      Az.Monitor
Function        New-AzDiagnosticSettingMetricSettingsObject        5.1.0      Az.Monitor
Function        New-AzDiagnosticSettingSubscriptionLogSettingsObj… 5.1.0      Az.Monitor
Function        New-AzDnsDnssecConfig                              1.2.0      Az.Dns
Function        New-AzElasticSan                                   1.0.0      Az.ElasticSan
Function        New-AzElasticSanVirtualNetworkRuleObject           1.0.0      Az.ElasticSan
Function        New-AzElasticSanVolume                             1.0.0      Az.ElasticSan
Function        New-AzElasticSanVolumeGroup                        1.0.0      Az.ElasticSan
Function        New-AzElasticSanVolumeSnapshot                     1.0.0      Az.ElasticSan
Function        New-AzEventHub                                     4.2.0      Az.EventHub
Function        New-AzEventHubApplicationGroup                     4.2.0      Az.EventHub
Function        New-AzEventHubAuthorizationRule                    4.2.0      Az.EventHub
Function        New-AzEventHubCluster                              4.2.0      Az.EventHub
Function        New-AzEventHubConsumerGroup                        4.2.0      Az.EventHub
Function        New-AzEventHubDestinationObject                    5.1.0      Az.Monitor
Function        New-AzEventHubDirectDestinationObject              5.1.0      Az.Monitor
Function        New-AzEventHubGeoDRConfiguration                   4.2.0      Az.EventHub
Function        New-AzEventHubIPRuleConfig                         4.2.0      Az.EventHub
Function        New-AzEventHubKey                                  4.2.0      Az.EventHub
Function        New-AzEventHubKeyVaultPropertiesObject             4.2.0      Az.EventHub
Function        New-AzEventHubNamespace                            4.2.0      Az.EventHub
Function        New-AzEventHubSchemaGroup                          4.2.0      Az.EventHub
Function        New-AzEventHubThrottlingPolicyConfig               4.2.0      Az.EventHub
Function        New-AzEventHubVirtualNetworkRuleConfig             4.2.0      Az.EventHub
Function        New-AzExtensionDataSourceObject                    5.1.0      Az.Monitor
Function        New-AzFederatedIdentityCredential                  1.2.0      Az.ManagedServiceIdentity
Function        New-AzFrontDoorCdnCustomDomain                     3.1.2      Az.Cdn
Function        New-AzFrontDoorCdnCustomDomainTlsSettingParameter… 3.1.2      Az.Cdn
Function        New-AzFrontDoorCdnEndpoint                         3.1.2      Az.Cdn
Function        New-AzFrontDoorCdnMigrationParametersObject        3.1.2      Az.Cdn
Function        New-AzFrontDoorCdnMigrationWebApplicationFirewall… 3.1.2      Az.Cdn
Function        New-AzFrontDoorCdnOrigin                           3.1.2      Az.Cdn
Function        New-AzFrontDoorCdnOriginGroup                      3.1.2      Az.Cdn
Function        New-AzFrontDoorCdnOriginGroupHealthProbeSettingOb… 3.1.2      Az.Cdn
Function        New-AzFrontDoorCdnOriginGroupLoadBalancingSetting… 3.1.2      Az.Cdn
Function        New-AzFrontDoorCdnProfile                          3.1.2      Az.Cdn
Function        New-AzFrontDoorCdnProfileChangeSkuWafMappingObject 3.1.2      Az.Cdn
Function        New-AzFrontDoorCdnProfileUpgradeParametersObject   3.1.2      Az.Cdn
Function        New-AzFrontDoorCdnPurgeParametersObject            3.1.2      Az.Cdn
Function        New-AzFrontDoorCdnResourceReferenceObject          3.1.2      Az.Cdn
Function        New-AzFrontDoorCdnRoute                            3.1.2      Az.Cdn
Function        New-AzFrontDoorCdnRule                             3.1.2      Az.Cdn
Function        New-AzFrontDoorCdnRuleClientPortConditionObject    3.1.2      Az.Cdn
Function        New-AzFrontDoorCdnRuleCookiesConditionObject       3.1.2      Az.Cdn
Function        New-AzFrontDoorCdnRuleHostNameConditionObject      3.1.2      Az.Cdn
Function        New-AzFrontDoorCdnRuleHttpVersionConditionObject   3.1.2      Az.Cdn
Function        New-AzFrontDoorCdnRuleIsDeviceConditionObject      3.1.2      Az.Cdn
Function        New-AzFrontDoorCdnRulePostArgsConditionObject      3.1.2      Az.Cdn
Function        New-AzFrontDoorCdnRuleQueryStringConditionObject   3.1.2      Az.Cdn
Function        New-AzFrontDoorCdnRuleRemoteAddressConditionObject 3.1.2      Az.Cdn
Function        New-AzFrontDoorCdnRuleRequestBodyConditionObject   3.1.2      Az.Cdn
Function        New-AzFrontDoorCdnRuleRequestHeaderActionObject    3.1.2      Az.Cdn
Function        New-AzFrontDoorCdnRuleRequestHeaderConditionObject 3.1.2      Az.Cdn
Function        New-AzFrontDoorCdnRuleRequestMethodConditionObject 3.1.2      Az.Cdn
Function        New-AzFrontDoorCdnRuleRequestSchemeConditionObject 3.1.2      Az.Cdn
Function        New-AzFrontDoorCdnRuleRequestUriConditionObject    3.1.2      Az.Cdn
Function        New-AzFrontDoorCdnRuleResponseHeaderActionObject   3.1.2      Az.Cdn
Function        New-AzFrontDoorCdnRuleRouteConfigurationOverrideA… 3.1.2      Az.Cdn
Function        New-AzFrontDoorCdnRuleServerPortConditionObject    3.1.2      Az.Cdn
Function        New-AzFrontDoorCdnRuleSet                          3.1.2      Az.Cdn
Function        New-AzFrontDoorCdnRuleSocketAddrConditionObject    3.1.2      Az.Cdn
Function        New-AzFrontDoorCdnRuleSslProtocolConditionObject   3.1.2      Az.Cdn
Function        New-AzFrontDoorCdnRuleUrlFileExtensionConditionOb… 3.1.2      Az.Cdn
Function        New-AzFrontDoorCdnRuleUrlFileNameConditionObject   3.1.2      Az.Cdn
Function        New-AzFrontDoorCdnRuleUrlPathConditionObject       3.1.2      Az.Cdn
Function        New-AzFrontDoorCdnRuleUrlRedirectActionObject      3.1.2      Az.Cdn
Function        New-AzFrontDoorCdnRuleUrlRewriteActionObject       3.1.2      Az.Cdn
Function        New-AzFrontDoorCdnRuleUrlSigningActionObject       3.1.2      Az.Cdn
Function        New-AzFrontDoorCdnSecret                           3.1.2      Az.Cdn
Function        New-AzFrontDoorCdnSecretCustomerCertificateParame… 3.1.2      Az.Cdn
Function        New-AzFrontDoorCdnSecretFirstPartyManagedCertific… 3.1.2      Az.Cdn
Function        New-AzFrontDoorCdnSecretManagedCertificateParamet… 3.1.2      Az.Cdn
Function        New-AzFrontDoorCdnSecretUrlSigningKeyParametersOb… 3.1.2      Az.Cdn
Function        New-AzFrontDoorCdnSecurityPolicy                   3.1.2      Az.Cdn
Function        New-AzFrontDoorCdnSecurityPolicyWebApplicationFir… 3.1.2      Az.Cdn
Function        New-AzFrontDoorCdnSecurityPolicyWebApplicationFir… 3.1.2      Az.Cdn
Function        New-AzFunctionApp                                  4.0.7      Az.Functions
Function        New-AzFunctionAppPlan                              4.0.7      Az.Functions
Function        New-AzGalleryApplication                           7.1.2      Az.Compute
Function        New-AzGalleryApplicationVersion                    7.1.2      Az.Compute
Function        New-AzHealthcareApisService                        2.0.0      Az.HealthcareApis
Function        New-AzHealthcareApisWorkspace                      2.0.0      Az.HealthcareApis
Function        New-AzHealthcareDicomService                       2.0.0      Az.HealthcareApis
Function        New-AzHealthcareFhirService                        2.0.0      Az.HealthcareApis
Function        New-AzHealthcareIotConnector                       2.0.0      Az.HealthcareApis
Function        New-AzHealthcareIotConnectorFhirDestination        2.0.0      Az.HealthcareApis
Function        New-AzIisLogsDataSourceObject                      5.1.0      Az.Monitor
Function        New-AzKustoAttachedDatabaseConfiguration           2.3.0      Az.Kusto
Function        New-AzKustoCluster                                 2.3.0      Az.Kusto
Function        New-AzKustoClusterPrincipalAssignment              2.3.0      Az.Kusto
Function        New-AzKustoDatabase                                2.3.0      Az.Kusto
Function        New-AzKustoDatabasePrincipalAssignment             2.3.0      Az.Kusto
Function        New-AzKustoDataConnection                          2.3.0      Az.Kusto
Function        New-AzKustoManagedPrivateEndpoint                  2.3.0      Az.Kusto
Function        New-AzKustoPrivateEndpointConnection               2.3.0      Az.Kusto
Function        New-AzKustoSandboxCustomImage                      2.3.0      Az.Kusto
Function        New-AzKustoScript                                  2.3.0      Az.Kusto
Function        New-AzLoad                                         1.0.0      Az.LoadTesting
Function        New-AzLogAnalyticsDestinationObject                5.1.0      Az.Monitor
Function        New-AzLogFilesDataSourceObject                     5.1.0      Az.Monitor
Function        New-AzManagedServicesAssignment                    3.0.0      Az.ManagedServices
Function        New-AzManagedServicesAuthorizationObject           3.0.0      Az.ManagedServices
Function        New-AzManagedServicesDefinition                    3.0.0      Az.ManagedServices
Function        New-AzManagedServicesEligibleApproverObject        3.0.0      Az.ManagedServices
Function        New-AzManagedServicesEligibleAuthorizationObject   3.0.0      Az.ManagedServices
Function        New-AzMigrateDiskMapping                           2.3.0      Az.Migrate
Function        New-AzMigrateHCIDiskMappingObject                  2.3.0      Az.Migrate
Function        New-AzMigrateHCINicMappingObject                   2.3.0      Az.Migrate
Function        New-AzMigrateHCIServerReplication                  2.3.0      Az.Migrate
Function        New-AzMigrateNicMapping                            2.3.0      Az.Migrate
Function        New-AzMigrateProject                               2.3.0      Az.Migrate
Function        New-AzMigrateReplicationPolicy                     2.3.0      Az.Migrate
Function        New-AzMigrateReplicationProtectionContainerMapping 2.3.0      Az.Migrate
Function        New-AzMigrateServerReplication                     2.3.0      Az.Migrate
Function        New-AzMigrateTestNicMapping                        2.3.0      Az.Migrate
Function        New-AzMLWorkspace                                  1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceAksObject                         1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceAmlComputeObject                  1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceBatchDeployment                   1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceBatchEndpoint                     1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceCodeVersion                       1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceCommandJobObject                  1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceComponentContainer                1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceComponentVersion                  1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceCompute                           1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceComputeInstanceObject             1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceComputeStartStopScheduleObject    1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceConnection                        1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceCustomModelJobInputObject         1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceCustomModelJobOutputObject        1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceDatabricksObject                  1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceDataContainer                     1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceDataFactoryObject                 1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceDataLakeAnalyticsObject           1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceDatastore                         1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceDatastoreBlobObject               1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceDatastoreCredentialObject         1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceDatastoreDataLakeGen1Object       1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceDatastoreDataLakeGen2Object       1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceDatastoreFileObject               1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceDatastoreKeyCredentialObject      1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceDatastoreNoneCredentialObject     1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceDatastoreSasCredentialObject      1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceDatastoreServicePrincipalCredent… 1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceDataVersion                       1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceEnvironmentVersion                1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceHDInsightObject                   1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceJob                               1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceJobServiceObject                  1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceKubernetesObject                  1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceLiteralJobInputObject             1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceMLFlowModelJobInputObject         1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceMLFlowModelJobOutputObject        1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceMLTableJobInputObject             1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceMLTableJobOutputObject            1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceModelContainer                    1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceModelVersion                      1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceOnlineDeployment                  1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceOnlineEndpoint                    1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceOnlineEndpointKey                 1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspacePipelineJobObject                 1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceQuotaPropertiesObject             1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceSharedPrivateLinkResourceObject   1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceSweepJobObject                    1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceSynapseSparkObject                1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceTritonModelJobInputObject         1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceTritonModelJobOutputObject        1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceUriFileJobInputObject             1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceUriFileJobOutputObject            1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceUriFolderJobInputObject           1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceUriFolderJobOutputObject          1.0.0      Az.MachineLearningServices
Function        New-AzMLWorkspaceVirtualMachineObject              1.0.0      Az.MachineLearningServices
Function        New-AzMonitoringAccountDestinationObject           5.1.0      Az.Monitor
Function        New-AzMonitorWorkspace                             5.1.0      Az.Monitor
Function        New-AzMySqlFirewallRule                            1.1.1      Az.MySql
Function        New-AzMySqlFlexibleServer                          1.1.1      Az.MySql
Function        New-AzMySqlFlexibleServerDatabase                  1.1.1      Az.MySql
Function        New-AzMySqlFlexibleServerFirewallRule              1.1.1      Az.MySql
Function        New-AzMySqlFlexibleServerReplica                   1.1.1      Az.MySql
Function        New-AzMySqlReplica                                 1.1.1      Az.MySql
Function        New-AzMySqlServer                                  1.1.1      Az.MySql
Function        New-AzMySqlVirtualNetworkRule                      1.1.1      Az.MySql
Function        New-AzNetworkCloudAgentPool                        1.0.0      Az.NetworkCloud
Function        New-AzNetworkCloudBareMetalMachineConfigurationDa… 1.0.0      Az.NetworkCloud
Function        New-AzNetworkCloudBareMetalMachineKeySet           1.0.0      Az.NetworkCloud
Function        New-AzNetworkCloudBgpAdvertisementObject           1.0.0      Az.NetworkCloud
Function        New-AzNetworkCloudBgpServiceLoadBalancerConfigura… 1.0.0      Az.NetworkCloud
Function        New-AzNetworkCloudBmcKeySet                        1.0.0      Az.NetworkCloud
Function        New-AzNetworkCloudCluster                          1.0.0      Az.NetworkCloud
Function        New-AzNetworkCloudClusterManager                   1.0.0      Az.NetworkCloud
Function        New-AzNetworkCloudConsole                          1.0.0      Az.NetworkCloud
Function        New-AzNetworkCloudControlPlaneNodeConfigurationOb… 1.0.0      Az.NetworkCloud
Function        New-AzNetworkCloudEgressEndpointObject             1.0.0      Az.NetworkCloud
Function        New-AzNetworkCloudEndpointDependencyObject         1.0.0      Az.NetworkCloud
Function        New-AzNetworkCloudInitialAgentPoolConfigurationOb… 1.0.0      Az.NetworkCloud
Function        New-AzNetworkCloudIpAddressPoolObject              1.0.0      Az.NetworkCloud
Function        New-AzNetworkCloudKeySetUserObject                 1.0.0      Az.NetworkCloud
Function        New-AzNetworkCloudKubernetesCluster                1.0.0      Az.NetworkCloud
Function        New-AzNetworkCloudL2Network                        1.0.0      Az.NetworkCloud
Function        New-AzNetworkCloudL3Network                        1.0.0      Az.NetworkCloud
Function        New-AzNetworkCloudL3NetworkAttachmentConfiguratio… 1.0.0      Az.NetworkCloud
Function        New-AzNetworkCloudMetricsConfiguration             1.0.0      Az.NetworkCloud
Function        New-AzNetworkCloudNetworkAttachmentObject          1.0.0      Az.NetworkCloud
Function        New-AzNetworkCloudRackDefinitionObject             1.0.0      Az.NetworkCloud
Function        New-AzNetworkCloudServiceLoadBalancerBgpPeerObject 1.0.0      Az.NetworkCloud
Function        New-AzNetworkCloudServicesNetwork                  1.0.0      Az.NetworkCloud
Function        New-AzNetworkCloudStorageApplianceConfigurationDa… 1.0.0      Az.NetworkCloud
Function        New-AzNetworkCloudTrunkedNetwork                   1.0.0      Az.NetworkCloud
Function        New-AzNetworkCloudVirtualMachine                   1.0.0      Az.NetworkCloud
Function        New-AzNetworkCloudVirtualMachinePlacementHintObje… 1.0.0      Az.NetworkCloud
Function        New-AzNetworkCloudVolume                           1.0.0      Az.NetworkCloud
Function        New-AzNginxCertificate                             1.0.0      Az.Nginx
Function        New-AzNginxConfiguration                           1.0.0      Az.Nginx
Function        New-AzNginxConfigurationFileObject                 1.0.0      Az.Nginx
Function        New-AzNginxDeployment                              1.0.0      Az.Nginx
Function        New-AzNginxNetworkProfileObject                    1.0.0      Az.Nginx
Function        New-AzNginxPrivateIPAddressObject                  1.0.0      Az.Nginx
Function        New-AzNginxPublicIPAddressObject                   1.0.0      Az.Nginx
Function        New-AzPerfCounterDataSourceObject                  5.1.0      Az.Monitor
Function        New-AzPlatformTelemetryDataSourceObject            5.1.0      Az.Monitor
Function        New-AzPostgreSqlFirewallRule                       1.1.0      Az.PostgreSql
Function        New-AzPostgreSqlFlexibleServer                     1.1.0      Az.PostgreSql
Function        New-AzPostgreSqlFlexibleServerDatabase             1.1.0      Az.PostgreSql
Function        New-AzPostgreSqlFlexibleServerFirewallRule         1.1.0      Az.PostgreSql
Function        New-AzPostgreSqlReplica                            1.1.0      Az.PostgreSql
Function        New-AzPostgreSqlServer                             1.1.0      Az.PostgreSql
Function        New-AzPostgreSqlVirtualNetworkRule                 1.1.0      Az.PostgreSql
Function        New-AzPrometheusForwarderDataSourceObject          5.1.0      Az.Monitor
Function        New-AzRedisEnterpriseCache                         1.2.0      Az.RedisEnterpriseCache
Function        New-AzRedisEnterpriseCacheDatabase                 1.2.0      Az.RedisEnterpriseCache
Function        New-AzRedisEnterpriseCacheKey                      1.2.0      Az.RedisEnterpriseCache
Function        New-AzRelayAuthorizationRule                       2.0.0      Az.Relay
Function        New-AzRelayHybridConnection                        2.0.0      Az.Relay
Function        New-AzRelayKey                                     2.0.0      Az.Relay
Function        New-AzRelayNamespace                               2.0.0      Az.Relay
Function        New-AzRelayNetworkRuleSetIPRuleObject              2.0.0      Az.Relay
Function        New-AzResourceMoverMoveCollection                  1.2.0      Az.ResourceMover
Function        New-AzRoleAssignmentScheduleRequest                6.16.0     Az.Resources
Function        New-AzRoleEligibilityScheduleRequest               6.16.0     Az.Resources
Function        New-AzRoleManagementPolicyAssignment               6.16.0     Az.Resources
Function        New-AzScheduledQueryRule                           5.1.0      Az.Monitor
Function        New-AzScheduledQueryRuleConditionObject            5.1.0      Az.Monitor
Function        New-AzScheduledQueryRuleDimensionObject            5.1.0      Az.Monitor
Function        New-AzSecurityAwsEnvironmentObject                 1.6.0      Az.Security
Function        New-AzSecurityAwsOrganizationalDataMasterObject    1.6.0      Az.Security
Function        New-AzSecurityAwsOrganizationalDataMemberObject    1.6.0      Az.Security
Function        New-AzSecurityAzureDevOpsScopeEnvironmentObject    1.6.0      Az.Security
Function        New-AzSecurityConnector                            1.6.0      Az.Security
Function        New-AzSecurityConnectorActionableRemediationObject 1.6.0      Az.Security
Function        New-AzSecurityConnectorDevOpsConfiguration         1.6.0      Az.Security
Function        New-AzSecurityCspmMonitorAwsOfferingObject         1.6.0      Az.Security
Function        New-AzSecurityCspmMonitorAzureDevOpsOfferingObject 1.6.0      Az.Security
Function        New-AzSecurityCspmMonitorGcpOfferingObject         1.6.0      Az.Security
